FeatureID,FeatureName,SUM159R1 Average,SUM159R1 Log2 Fold Change,SUM159R1 P-Value,SUM159R2 Average,SUM159R2 Log2 Fold Change,SUM159R2 P-Value
ENSG00000120738,EGR1,0.4626324769154382,-1.8555930892949677,2.4700629103839467e-06,1.6798699550210714,1.8555930892949677,2.4700629103839467e-06
ENSG00000130303,BST2,0.5110756682154841,-1.7586168718200168,3.516028356791963e-06,1.7343163330098965,1.7586168718200168,3.516028356791963e-06
ENSG00000134352,IL6ST,0.7339143481956951,-1.587006105285289,2.532318162836431e-05,2.208398209644302,1.587006105285289,2.532318162836431e-05
ENSG00000123219,CENPK,0.5256086256054978,-1.4656573862140492,0.00017158638284042944,1.4554446408720112,1.4656573862140492,0.00017158638284042944
ENSG00000139318,DUSP6,0.5110756682154841,-1.3752402392197918,0.000667709299642542,1.3292883991905868,1.3752402392197918,0.000667709299642542
ENSG00000145741,BTF3,16.93573967849604,-1.2467777845465067,0.0007618006921186649,40.15088386566173,1.2467777845465067,0.0007618006921187298
ENSG00000153006,SREK1IP1,0.6152285295105827,-1.3138176000323445,0.0009531784463487574,1.5324663463196178,1.3138176000323445,0.0009531784463487574
ENSG00000145734,BDP1,0.45294383865542903,-1.3397932321319803,0.0010369091905954248,1.150013739959089,1.3397932321319803,0.0010369091905954248
ENSG00000164182,NDUFAF2,1.5671372385564843,-1.2586790498930702,0.0010420275435340744,3.7501602790351822,1.2586790498930702,0.0010420275435340744
ENSG00000106236,NPTX2,2.083057225901973,-1.226581872290486,0.001621643393325561,4.873614810219235,1.226581872290486,0.001621643393325561
ENSG00000273841,TAF9,3.3304694018781547,-1.1915411008850376,0.001764976023665508,7.6025735118542555,1.1915411008850376,0.0017649760236654328
ENSG00000153044,CENPH,0.8308007307957869,-1.2060809828368027,0.0028130962286791487,1.9189028339964016,1.2060809828368027,0.0028130962286791487
ENSG00000153015,CWC27,0.5570966999505277,-1.2252593645109648,0.003011145609714331,1.305385111293054,1.2252593645109648,0.003011145609714331
ENSG00000171223,JUNB,0.4069228069203854,-1.29966850247669,0.0031120441111969223,1.005266052135139,1.29966850247669,0.0031120441111969223
ENSG00000134057,CCNB1,1.5404934833414592,-1.2116617611102427,0.0033402488212417067,3.568229698926181,1.2116617611102427,0.0033402488212417067
ENSG00000134056,MRPS36,1.2571008142361908,-1.1372656498378364,0.005203852816264121,2.7661415939200724,1.1372656498378364,0.005203852816264121
ENSG00000101187,SLCO4A1,0.724225709935686,-1.1630630527845534,0.005837507958044529,1.6240956165934943,1.1630630527845534,0.005837507958044529
ENSG00000109917,ZPR1,1.2449900164111793,-1.1253606655406125,0.006554743107217556,2.7170070576862546,1.1253606655406125,0.006554743107217556
ENSG00000150782,IL18,1.506583249431427,-1.0892130212869162,0.009819779095136512,3.2056964991469297,1.0892130212869162,0.009819779095136512
ENSG00000105854,PON2,1.218346261196154,-1.0760772143624608,0.011186592356092755,2.5696034489848008,1.0760772143624608,0.011186592356092755
ENSG00000254166,CASC19,0.44809951952542443,-1.193387589641351,0.011792926945198132,1.0278413795939203,1.193387589641351,0.011792926945198132
ENSG00000086189,DIMT1,0.5522523808205231,-1.1090713037078759,0.012081313021714396,1.1938364344378998,1.1090713037078759,0.012081313021714396
ENSG00000102910,LONP2,0.5570966999505277,-1.093316493912872,0.013753513405408233,1.1911805135603961,1.093316493912872,0.013753513405408233
ENSG00000188725,SMIM15,0.658827401680624,-1.0724038959148714,0.014179096682444613,1.3877186584956676,1.0724038959148714,0.014179096682444613
ENSG00000121895,TMEM156,1.036684293820982,-1.0407117542671658,0.017334446343635086,2.134032425074199,1.0407117542671658,0.017334446343635086
