FeatureID,FeatureName,SUM159R1 Average,SUM159R1 Log2 Fold Change,SUM159R1 P-Value,SUM159R2 Average,SUM159R2 Log2 Fold Change,SUM159R2 P-Value
ENSG00000204356,NELFE,2.516623788037384,0.4294672992041392,0.6548353906068678,1.8671123768850801,-0.4294672992041392,0.6548353906068678
ENSG00000138600,SPPL2A,1.0754388468610185,0.43675543247719184,0.6548732416280358,0.7941203423735974,-0.43675543247719184,0.6548732416280358
ENSG00000165410,CFL2,1.9062395776568055,0.4201235581120717,0.6572380773059421,1.4235735903419673,-0.4201235581120717,0.6572380773059421
ENSG00000196611,MMP1,1.4557178985663788,0.5522313162842827,0.658712344665863,0.9919864477476208,-0.5522313162842827,0.658712344665863
ENSG00000060762,MPC1,2.0370361941669293,0.41953284646278843,0.6589686274435419,1.521842662809603,-0.41953284646278843,0.6589686274435419
ENSG00000168040,FADD,1.0681723681660118,0.43182153753884384,0.6655358422154174,0.7914644214960938,-0.43182153753884384,0.6655358422154174
ENSG00000119979,DENND10,1.1723252294611104,0.4254032627514658,0.6700136118445702,0.8724700082599557,-0.4254032627514658,0.6700136118445702
ENSG00000128581,IFT22,2.388249331092262,0.42116878444117256,0.6709221595094476,1.7821229088049626,-0.42116878444117256,0.6709221595094476
ENSG00000087086,FTL,209.53617964921847,0.4088652393928438,0.6723261628736343,157.6541353281791,-0.4088652393928438,0.6723261628736343
ENSG00000131871,SELENOS,2.8363488506176866,0.4182112609064883,0.6752130974263879,2.120752820686681,-0.4182112609064883,0.6752130974263879
ENSG00000104522,TSTA3,1.4872059729114087,0.41570318197269696,0.6766304589727032,1.1141588081127896,-0.41570318197269696,0.6766304589727032
ENSG00000125458,NT5C,1.4775173346513994,0.4149022818695324,0.6773156158653387,1.1075190059190305,-0.4149022818695324,0.6773156158653387
ENSG00000141698,NT5C3B,3.7277035705385306,0.41256158335726645,0.6779636309424406,2.7980126444501163,-0.41256158335726645,0.6779636309424406
ENSG00000167863,ATP5PD,5.062313490854795,0.41166766873754046,0.6801070557831201,3.801950736146504,-0.41166766873754046,0.6801070557830621
ENSG00000227681,AL033504.1,1.1141933999010554,0.4241101929089368,0.6821182361734164,0.8299752742198969,-0.4241101929089368,0.6821182361734164
ENSG00000140264,SERF2,26.338563109834947,0.4025211170878107,0.6833037200178317,19.904799016451257,-0.4025211170878107,0.6833037200178317
ENSG00000123353,ORMDL2,1.7560656846266633,0.4078821430097721,0.691060888499431,1.3226485969968278,-0.4078821430097721,0.691060888499431
